,428,428_end,weekday,dayofweek,hour,minute,day,holiday,freetaxi,377,378,379,427,429,477,478,479,377_end,378_end,379_end,427_end,429_end,477_end,478_end,479_end
3/12/2019 8:30,0,1,1,1,8,30,3,0,180,0,0,0,3,0,0,1,1,0,6,4,1,3,1,1,2
3/12/2019 8:45,0,2,1,1,8,45,3,0,175,0,1,0,0,0,1,0,1,1,3,2,1,2,1,0,1
3/12/2019 9:00,1,2,1,1,9,0,3,0,192,0,0,0,2,0,0,0,4,0,1,0,2,1,0,0,2
3/12/2019 9:15,0,3,1,1,9,15,3,0,142,0,0,0,1,0,0,2,2,0,0,1,1,0,0,2,0
3/12/2019 9:30,0,1,1,1,9,30,3,0,69,0,0,0,0,0,0,0,0,0,1,3,1,3,1,0,1
3/12/2019 9:45,0,1,1,1,9,45,3,0,75,0,1,0,0,0,0,3,1,0,1,1,0,0,1,1,2
3/12/2019 10:00,2,0,1,1,10,0,3,0,75,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1
3/12/2019 10:15,0,3,1,1,10,15,3,0,26,0,0,0,0,0,0,4,6,0,0,0,0,1,0,0,2
3/12/2019 10:30,0,0,1,1,10,30,3,0,20,0,0,0,1,0,0,2,3,0,0,1,0,1,1,0,1
3/12/2019 10:45,0,0,1,1,10,45,3,0,30,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
3/12/2019 11:00,0,0,1,1,11,0,3,0,61,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,3
3/12/2019 11:15,1,0,1,1,11,15,3,0,43,0,0,0,1,2,0,1,0,0,0,0,0,0,1,0,0
3/12/2019 11:30,0,0,1,1,11,30,3,0,24,0,0,0,1,0,0,0,0,0,2,0,1,1,0,0,2
3/12/2019 11:45,0,1,1,1,11,45,3,0,23,0,0,0,0,1,2,0,2,3,0,0,0,0,0,0,2
3/12/2019 12:00,1,1,1,1,12,0,3,0,48,0,0,3,1,0,1,0,2,1,0,0,2,1,0,0,0
3/12/2019 12:15,0,1,1,1,12,15,3,0,30,0,3,0,2,2,1,1,0,0,1,1,0,1,2,0,0
3/12/2019 12:30,2,0,1,1,12,30,3,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3/12/2019 12:45,2,0,1,1,12,45,3,0,87,0,0,0,3,0,1,1,0,0,0,3,0,0,0,0,1
3/12/2019 13:00,0,0,1,1,13,0,3,0,56,0,0,0,1,0,0,3,0,0,0,1,2,0,0,0,2
3/12/2019 13:15,0,0,1,1,13,15,3,0,41,0,0,0,0,4,0,6,1,0,1,1,0,2,0,0,3
3/12/2019 13:30,2,1,1,1,13,30,3,0,69,0,0,0,1,0,2,0,0,0,0,0,2,0,0,2,0
3/12/2019 13:45,1,0,1,1,13,45,3,0,47,0,0,0,2,0,1,0,1,2,0,1,0,2,0,0,0
3/12/2019 14:00,0,2,1,1,14,0,3,0,49,0,1,0,2,0,0,0,1,1,0,0,0,0,0,0,1
3/12/2019 14:15,1,0,1,1,14,15,3,0,53,0,0,0,1,1,0,0,2,0,0,1,0,1,0,0,1
3/12/2019 14:30,1,0,1,1,14,30,3,0,104,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,1
3/12/2019 14:45,0,0,1,1,14,45,3,0,60,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,1
3/12/2019 15:00,0,0,1,1,15,0,3,0,59,0,0,0,0,0,1,2,1,0,0,2,0,0,3,1,2
3/12/2019 15:15,0,1,1,1,15,15,3,0,24,0,0,0,2,0,0,0,1,0,0,1,0,0,6,0,0
3/12/2019 15:30,0,0,1,1,15,30,3,0,60,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
3/12/2019 15:45,0,1,1,1,15,45,3,0,39,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0
3/12/2019 16:00,0,0,1,1,16,0,3,0,42,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,3
3/12/2019 16:15,0,0,1,1,16,15,3,0,42,0,0,0,0,0,0,1,0,1,0,0,0,2,1,0,0
3/12/2019 16:30,0,0,1,1,16,30,3,0,29,0,0,2,1,1,0,0,0,0,0,0,0,2,0,0,2
3/12/2019 16:45,1,0,1,1,16,45,3,0,43,0,2,0,0,2,0,2,4,0,0,0,0,0,2,0,3
3/12/2019 17:00,1,0,1,1,17,0,3,0,43,0,0,1,5,2,1,0,1,0,0,0,0,0,2,0,2
3/12/2019 17:15,0,1,1,1,17,15,3,0,36,1,5,4,1,2,0,1,3,0,0,0,0,0,0,0,0
3/12/2019 17:30,1,0,1,1,17,30,3,0,73,2,6,2,3,1,2,2,1,0,0,0,0,1,0,0,0
3/12/2019 17:45,1,0,1,1,17,45,3,0,72,0,6,1,0,2,0,3,2,0,0,0,0,0,0,0,1
3/12/2019 18:00,1,0,1,1,18,0,3,0,96,2,10,5,0,4,0,2,1,0,0,0,0,0,0,0,1
3/12/2019 18:15,1,1,1,1,18,15,3,0,94,2,2,7,3,5,0,0,1,0,0,0,0,0,0,0,3
3/12/2019 18:30,1,0,1,1,18,30,3,0,49,0,1,2,1,1,1,3,3,0,0,0,1,1,0,0,1
3/12/2019 18:45,2,0,1,1,18,45,3,0,44,0,2,0,5,3,0,2,4,0,0,0,0,0,0,0,1
3/12/2019 19:00,0,0,1,1,19,0,3,0,49,1,2,0,3,2,1,3,0,0,0,0,0,1,0,0,0
3/12/2019 19:15,2,0,1,1,19,15,3,0,20,1,0,0,3,1,1,1,0,0,0,0,0,0,0,0,2
3/12/2019 19:30,1,0,1,1,19,30,3,0,33,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0
3/12/2019 19:45,0,0,1,1,19,45,3,0,27,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,1
3/12/2019 20:00,2,0,1,1,20,0,3,0,46,0,1,1,0,7,1,1,2,0,0,0,0,0,0,0,1
3/12/2019 20:15,1,0,1,1,20,15,3,0,25,0,2,1,2,8,0,0,1,0,0,0,0,0,1,2,6
3/12/2019 20:30,0,0,1,1,20,30,3,0,82,0,0,0,6,1,0,1,5,0,0,1,0,0,0,0,2
3/12/2019 20:45,0,0,1,1,20,45,3,0,36,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1
3/12/2019 21:00,0,0,1,1,21,0,3,0,52,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
3/12/2019 21:15,0,0,1,1,21,15,3,0,42,0,0,5,1,1,3,1,0,0,0,0,0,0,0,1,1
3/12/2019 21:30,0,0,1,1,21,30,3,0,46,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,2
3/12/2019 21:45,0,0,1,1,21,45,3,0,23,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0
3/12/2019 22:00,0,0,1,1,22,0,3,0,18,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,4
3/12/2019 22:15,0,1,1,1,22,15,3,0,17,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1
3/12/2019 22:30,0,0,1,1,22,30,3,0,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/12/2019 22:45,2,0,1,1,22,45,3,0,48,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0
3/12/2019 23:00,0,0,1,1,23,0,3,0,23,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,2
3/12/2019 23:15,0,0,1,1,23,15,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/12/2019 23:30,0,0,1,1,23,30,3,0,11,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0
3/12/2019 23:45,0,0,1,1,23,45,3,0,6,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0
4/12/2019 0:00,0,0,1,2,0,0,4,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4/12/2019 0:15,0,0,1,2,0,15,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4/12/2019 0:30,0,0,1,2,0,30,4,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4/12/2019 0:45,0,0,1,2,0,45,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/12/2019 1:00,0,0,1,2,1,0,4,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4/12/2019 1:15,0,0,1,2,1,15,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
4/12/2019 1:30,0,0,1,2,1,30,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/12/2019 1:45,0,0,1,2,1,45,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/12/2019 2:00,0,0,1,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/12/2019 2:15,0,0,1,2,2,15,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/12/2019 2:30,0,0,1,2,2,30,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/12/2019 2:45,0,0,1,2,2,45,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/12/2019 3:00,0,0,1,2,3,0,4,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1
4/12/2019 3:15,0,0,1,2,3,15,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/12/2019 3:30,0,0,1,2,3,30,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4/12/2019 3:45,0,0,1,2,3,45,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/12/2019 4:00,0,0,1,2,4,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/12/2019 4:15,0,0,1,2,4,15,4,0,5,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
4/12/2019 4:30,0,0,1,2,4,30,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
4/12/2019 4:45,0,0,1,2,4,45,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4/12/2019 5:00,0,0,1,2,5,0,4,0,19,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
4/12/2019 5:15,0,0,1,2,5,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/12/2019 5:30,0,0,1,2,5,30,4,0,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
4/12/2019 5:45,0,0,1,2,5,45,4,0,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
4/12/2019 6:00,0,0,1,2,6,0,4,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
4/12/2019 6:15,0,0,1,2,6,15,4,0,14,0,0,0,0,0,0,0,0,1,1,0,3,0,2,1,0
4/12/2019 6:30,0,2,1,2,6,30,4,0,61,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0
4/12/2019 6:45,0,0,1,2,6,45,4,0,72,0,0,0,0,0,0,0,1,0,0,4,0,4,1,0,1
4/12/2019 7:00,0,0,1,2,7,0,4,0,86,0,0,0,0,0,0,1,2,0,5,2,1,3,4,1,0
4/12/2019 7:15,0,3,1,2,7,15,4,0,147,0,0,0,0,1,0,0,4,2,3,0,1,6,3,2,1
4/12/2019 7:30,0,6,1,2,7,30,4,0,143,0,0,0,0,0,2,0,5,1,8,4,4,4,0,1,2
4/12/2019 7:45,0,2,1,2,7,45,4,0,198,0,1,0,0,0,1,2,1,1,2,2,7,5,0,1,1
4/12/2019 8:00,0,9,1,2,8,0,4,0,235,0,0,0,1,0,3,1,3,0,1,4,0,4,1,1,4
4/12/2019 8:15,0,4,1,2,8,15,4,0,167,0,0,0,1,0,0,1,5,1,9,4,3,5,2,2,3
4/12/2019 8:30,0,1,1,2,8,30,4,0,237,0,0,0,0,0,0,1,1,0,2,2,3,0,0,2,0
4/12/2019 8:45,0,2,1,2,8,45,4,0,176,0,0,0,0,0,1,1,1,0,3,3,1,0,2,2,1
4/12/2019 9:00,0,2,1,2,9,0,4,0,173,0,0,0,1,0,0,0,3,0,0,1,0,1,1,1,1
4/12/2019 9:15,0,1,1,2,9,15,4,0,99,0,0,0,0,3,0,0,1,0,2,1,2,0,0,2,0
4/12/2019 9:30,0,3,1,2,9,30,4,0,58,0,0,0,0,0,0,0,2,1,3,2,0,1,0,1,3
4/12/2019 9:45,1,0,1,2,9,45,4,0,86,0,1,1,0,0,0,1,5,0,1,0,0,1,1,0,2
4/12/2019 10:00,1,0,1,2,10,0,4,0,87,0,0,0,0,0,0,1,5,0,0,2,0,0,2,1,2
4/12/2019 10:15,0,0,1,2,10,15,4,0,45,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
4/12/2019 10:30,0,0,1,2,10,30,4,0,46,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
4/12/2019 10:45,0,0,1,2,10,45,4,0,25,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
4/12/2019 11:00,0,0,1,2,11,0,4,0,28,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0
4/12/2019 11:15,0,0,1,2,11,15,4,0,16,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,2
4/12/2019 11:30,2,0,1,2,11,30,4,0,38,0,0,0,0,3,0,0,0,0,1,0,1,2,1,0,1
4/12/2019 11:45,3,0,1,2,11,45,4,0,37,0,0,2,0,5,1,0,3,0,0,0,0,1,0,0,2
4/12/2019 12:00,0,1,1,2,12,0,4,0,32,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
4/12/2019 12:15,0,0,1,2,12,15,4,0,41,0,0,2,2,1,0,0,0,0,0,0,0,0,1,2,1
4/12/2019 12:30,1,1,1,2,12,30,4,0,53,0,1,0,0,0,2,1,1,0,0,1,0,2,1,1,4
4/12/2019 12:45,0,1,1,2,12,45,4,0,54,0,2,0,0,0,3,6,1,0,0,0,1,2,0,2,3
4/12/2019 13:00,0,2,1,2,13,0,4,0,62,0,0,2,2,0,1,1,0,0,1,1,0,2,0,0,1
4/12/2019 13:15,0,1,1,2,13,15,4,0,112,0,2,1,0,1,1,1,0,0,0,0,1,0,1,0,2
4/12/2019 13:30,0,0,1,2,13,30,4,0,40,0,0,0,3,1,1,0,2,0,1,1,0,0,1,1,2
4/12/2019 13:45,0,1,1,2,13,45,4,0,24,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1
4/12/2019 14:00,1,0,1,2,14,0,4,0,69,0,0,0,0,0,1,0,3,0,0,1,2,0,0,0,0
4/12/2019 14:15,0,0,1,2,14,15,4,0,27,0,0,1,0,0,0,0,1,0,0,1,0,1,2,1,2
4/12/2019 14:30,0,0,1,2,14,30,4,0,42,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4/12/2019 14:45,0,0,1,2,14,45,4,0,32,0,0,0,1,2,0,1,1,0,0,2,0,0,0,0,0
4/12/2019 15:00,0,0,1,2,15,0,4,0,34,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
4/12/2019 15:15,0,0,1,2,15,15,4,0,24,0,3,3,0,0,0,0,0,0,1,1,1,2,0,0,0
4/12/2019 15:30,0,1,1,2,15,30,4,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0
4/12/2019 15:45,0,0,1,2,15,45,4,0,44,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,2
4/12/2019 16:00,1,0,1,2,16,0,4,0,57,0,0,6,1,0,0,2,1,0,0,0,0,1,1,0,0
4/12/2019 16:15,4,0,1,2,16,15,4,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4/12/2019 16:30,2,0,1,2,16,30,4,0,29,0,2,0,2,2,1,0,0,0,0,0,0,0,0,1,1
4/12/2019 16:45,0,0,1,2,16,45,4,0,41,0,0,2,1,1,4,1,3,0,0,0,1,0,0,0,3
4/12/2019 17:00,2,0,1,2,17,0,4,0,19,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
4/12/2019 17:15,1,0,1,2,17,15,4,0,50,0,7,2,0,0,1,0,0,0,0,0,3,1,3,0,2
4/12/2019 17:30,2,0,1,2,17,30,4,0,98,0,1,4,4,1,4,1,2,0,0,2,0,0,0,0,0
4/12/2019 17:45,3,0,1,2,17,45,4,0,74,0,0,1,6,5,0,0,0,0,0,0,0,0,0,0,0
4/12/2019 18:00,3,0,1,2,18,0,4,0,47,0,0,7,2,3,0,1,2,0,0,0,0,0,0,1,2
4/12/2019 18:15,0,0,1,2,18,15,4,0,24,0,2,0,0,8,0,4,4,0,0,0,2,0,1,0,2
4/12/2019 18:30,6,0,1,2,18,30,4,0,31,4,4,7,6,1,2,0,5,0,0,0,1,0,2,1,0
4/12/2019 18:45,1,0,1,2,18,45,4,0,51,1,0,5,7,0,3,2,2,0,0,0,0,0,0,1,0
4/12/2019 19:00,3,0,1,2,19,0,4,0,34,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0
4/12/2019 19:15,3,0,1,2,19,15,4,0,41,0,0,3,0,1,1,1,1,0,0,0,0,0,0,1,3
4/12/2019 19:30,1,0,1,2,19,30,4,0,33,0,1,0,1,6,2,0,0,0,0,0,0,0,0,2,1
4/12/2019 19:45,1,0,1,2,19,45,4,0,58,0,0,4,2,1,0,0,0,0,1,0,0,0,0,2,1
4/12/2019 20:00,1,0,1,2,20,0,4,0,49,0,1,3,4,1,0,0,0,0,0,1,0,0,1,0,3
4/12/2019 20:15,1,0,1,2,20,15,4,0,60,0,2,1,1,5,0,1,0,0,0,0,0,1,2,0,1
4/12/2019 20:30,0,0,1,2,20,30,4,0,83,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0
4/12/2019 20:45,1,0,1,2,20,45,4,0,25,0,0,1,1,2,0,1,0,0,0,0,0,3,0,0,1
4/12/2019 21:00,0,0,1,2,21,0,4,0,49,0,0,2,5,1,2,1,0,0,0,0,0,3,0,0,0
4/12/2019 21:15,2,0,1,2,21,15,4,0,53,1,0,9,1,1,0,0,0,0,0,0,0,0,0,5,1
4/12/2019 21:30,0,0,1,2,21,30,4,0,28,0,0,0,1,5,3,1,1,0,0,0,0,0,0,0,1
4/12/2019 21:45,0,0,1,2,21,45,4,0,29,0,1,1,0,4,1,2,0,0,0,0,0,0,0,0,1
4/12/2019 22:00,0,0,1,2,22,0,4,0,23,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4/12/2019 22:15,0,0,1,2,22,15,4,0,19,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0
4/12/2019 22:30,0,0,1,2,22,30,4,0,15,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0
4/12/2019 22:45,1,0,1,2,22,45,4,0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4/12/2019 23:00,0,0,1,2,23,0,4,0,30,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,1
4/12/2019 23:15,0,0,1,2,23,15,4,0,10,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
4/12/2019 23:30,0,0,1,2,23,30,4,0,6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
4/12/2019 23:45,0,0,1,2,23,45,4,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
5/12/2019 0:00,1,0,1,3,0,0,5,0,23,0,0,8,0,0,0,0,3,0,0,0,0,0,0,1,2
5/12/2019 0:15,0,0,1,3,0,15,5,0,30,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5/12/2019 0:30,0,0,1,3,0,30,5,0,23,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0
5/12/2019 0:45,0,0,1,3,0,45,5,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
5/12/2019 1:00,0,0,1,3,1,0,5,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
5/12/2019 1:15,0,0,1,3,1,15,5,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5/12/2019 1:30,0,0,1,3,1,30,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5/12/2019 1:45,1,0,1,3,1,45,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/12/2019 2:00,0,0,1,3,2,0,5,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5/12/2019 2:15,0,0,1,3,2,15,5,0,3,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0
5/12/2019 2:30,0,0,1,3,2,30,5,0,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5/12/2019 2:45,0,0,1,3,2,45,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/12/2019 3:00,0,0,1,3,3,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/12/2019 3:15,0,0,1,3,3,15,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/12/2019 3:30,0,0,1,3,3,30,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/12/2019 3:45,0,0,1,3,3,45,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/12/2019 4:00,0,0,1,3,4,0,5,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5/12/2019 4:15,0,0,1,3,4,15,5,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5/12/2019 4:30,0,0,1,3,4,30,5,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5/12/2019 4:45,0,0,1,3,4,45,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5/12/2019 5:00,0,0,1,3,5,0,5,0,16,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0
5/12/2019 5:15,0,0,1,3,5,15,5,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
5/12/2019 5:30,0,0,1,3,5,30,5,0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5/12/2019 5:45,0,0,1,3,5,45,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/12/2019 6:00,0,0,1,3,6,0,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
5/12/2019 6:15,0,2,1,3,6,15,5,0,26,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
5/12/2019 6:30,0,1,1,3,6,30,5,0,37,0,0,0,0,0,0,0,1,0,1,0,2,1,0,1,0
5/12/2019 6:45,0,3,1,3,6,45,5,0,70,0,0,0,0,0,0,0,0,0,3,1,2,0,1,2,0
5/12/2019 7:00,0,1,1,3,7,0,5,0,89,0,0,0,0,0,0,1,1,0,1,1,0,5,0,0,1
5/12/2019 7:15,0,0,1,3,7,15,5,0,100,0,0,0,0,0,1,1,5,1,2,2,2,0,1,1,1
5/12/2019 7:30,0,2,1,3,7,30,5,0,131,0,0,0,0,0,3,2,5,1,12,1,2,4,1,3,6
5/12/2019 7:45,0,3,1,3,7,45,5,0,183,0,1,0,0,0,1,0,3,1,4,4,1,5,0,0,5
5/12/2019 8:00,0,4,1,3,8,0,5,0,253,0,0,0,0,0,0,2,2,0,1,2,0,2,0,0,3
5/12/2019 8:15,0,4,1,3,8,15,5,0,220,0,0,3,0,0,0,2,5,1,4,4,5,4,0,2,2
5/12/2019 8:30,0,1,1,3,8,30,5,0,272,0,0,0,0,0,0,2,2,0,2,5,5,3,1,3,4
5/12/2019 8:45,0,0,1,3,8,45,5,0,151,0,0,0,0,0,0,0,1,0,1,1,1,2,0,0,1
5/12/2019 9:00,0,2,1,3,9,0,5,0,147,0,0,0,0,0,2,1,3,2,1,2,0,2,1,1,2
5/12/2019 9:15,0,0,1,3,9,15,5,0,87,0,0,0,0,0,0,2,1,0,1,5,1,2,0,1,0
5/12/2019 9:30,3,2,1,3,9,30,5,0,99,0,0,0,3,0,1,0,1,0,1,3,0,1,0,0,0
5/12/2019 9:45,0,1,1,3,9,45,5,0,78,0,0,0,0,0,0,0,1,0,1,2,2,1,0,1,4
5/12/2019 10:00,0,0,1,3,10,0,5,0,57,0,0,1,0,0,0,0,0,0,1,2,0,4,1,1,0
5/12/2019 10:15,2,0,1,3,10,15,5,0,87,0,0,0,0,0,0,0,2,0,0,1,1,1,0,0,2
5/12/2019 10:30,0,0,1,3,10,30,5,0,40,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2
5/12/2019 10:45,0,1,1,3,10,45,5,0,64,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
5/12/2019 11:00,0,0,1,3,11,0,5,0,36,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
5/12/2019 11:15,1,2,1,3,11,15,5,0,19,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,2
5/12/2019 11:30,1,2,1,3,11,30,5,0,25,0,0,0,0,0,0,1,2,0,0,0,4,0,0,1,0
5/12/2019 11:45,2,2,1,3,11,45,5,0,36,0,5,0,0,1,1,2,3,0,1,0,1,0,1,0,0
5/12/2019 12:00,0,0,1,3,12,0,5,0,64,0,0,1,0,5,0,3,4,0,0,5,0,0,0,0,0
5/12/2019 12:15,0,0,1,3,12,15,5,0,58,1,1,0,0,2,0,1,3,0,0,1,2,0,0,0,5
5/12/2019 12:30,2,1,1,3,12,30,5,0,36,0,0,2,3,1,0,1,1,0,0,0,0,0,1,0,0
5/12/2019 12:45,0,1,1,3,12,45,5,0,36,0,0,0,7,0,5,2,1,0,0,0,0,0,1,3,0
5/12/2019 13:00,0,0,1,3,13,0,5,0,47,0,0,0,1,0,0,0,2,0,0,1,0,0,1,1,0
5/12/2019 13:15,2,0,1,3,13,15,5,0,26,0,0,0,0,0,1,2,1,0,0,0,0,2,0,2,0
5/12/2019 13:30,1,0,1,3,13,30,5,0,76,0,1,0,1,0,0,0,1,0,6,1,0,2,0,0,1
5/12/2019 13:45,0,0,1,3,13,45,5,0,36,0,3,0,0,0,1,0,0,0,3,0,0,0,0,1,2
5/12/2019 14:00,0,1,1,3,14,0,5,0,34,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
5/12/2019 14:15,2,1,1,3,14,15,5,0,42,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0
5/12/2019 14:30,0,0,1,3,14,30,5,0,42,0,3,0,0,0,0,0,1,0,0,0,1,0,0,1,1
5/12/2019 14:45,0,0,1,3,14,45,5,0,48,1,0,0,0,2,1,0,1,0,0,0,2,1,0,1,0
5/12/2019 15:00,0,0,1,3,15,0,5,0,59,0,0,1,1,0,0,1,2,1,0,1,1,0,0,0,2
5/12/2019 15:15,0,1,1,3,15,15,5,0,56,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0
5/12/2019 15:30,0,0,1,3,15,30,5,0,30,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1
5/12/2019 15:45,0,2,1,3,15,45,5,0,54,1,1,0,0,4,0,1,0,0,0,0,0,0,0,0,1
5/12/2019 16:00,0,0,1,3,16,0,5,0,45,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,2
5/12/2019 16:15,2,0,1,3,16,15,5,0,35,0,0,2,0,1,1,2,2,0,0,0,0,1,0,0,0
5/12/2019 16:30,0,0,1,3,16,30,5,0,38,0,0,4,5,1,0,1,3,0,0,1,0,0,0,1,2
5/12/2019 16:45,2,2,1,3,16,45,5,0,36,0,2,1,0,0,2,1,0,0,0,0,0,0,0,0,1
5/12/2019 17:00,2,0,1,3,17,0,5,0,51,0,3,2,0,1,6,3,2,0,0,2,0,0,0,2,4
5/12/2019 17:15,5,0,1,3,17,15,5,0,19,0,12,4,1,4,8,0,3,0,0,0,1,1,3,3,0
